Recency,Frequency,Monetary,LIFESTAGE,PREMIUM_CUSTOMER
220,1,2.6,YOUNG FAMILIES,Mainstream
234,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
256,1,3.3,RETIREES,Premium
247,1,7.8,YOUNG SINGLES/COUPLES,Mainstream
116,2,6.8999999999999995,OLDER FAMILIES,Premium
117,1,5.6,YOUNG SINGLES/COUPLES,Budget
63,1,4.2,OLDER FAMILIES,Premium
162,1,3.7,YOUNG SINGLES/COUPLES,Budget
58,2,18.0,RETIREES,Budget
22,3,10.5,YOUNG SINGLES/COUPLES,Budget
200,1,7.6,YOUNG SINGLES/COUPLES,Budget
22,1,7.6,RETIREES,Mainstream
118,1,3.0,OLDER FAMILIES,Mainstream
218,1,6.0,NEW FAMILIES,Budget
102,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
164,1,9.2,YOUNG SINGLES/COUPLES,Premium
183,2,7.800000000000001,YOUNG SINGLES/COUPLES,Premium
109,1,5.7,OLDER SINGLES/COUPLES,Budget
124,2,12.2,RETIREES,Mainstream
137,2,13.8,OLDER FAMILIES,Mainstream
199,1,4.3,YOUNG FAMILIES,Mainstream
50,1,7.2,OLDER SINGLES/COUPLES,Budget
91,1,4.6,YOUNG SINGLES/COUPLES,Budget
47,1,2.1,RETIREES,Mainstream
170,1,8.8,YOUNG FAMILIES,Mainstream
171,2,7.800000000000001,OLDER SINGLES/COUPLES,Mainstream
244,1,3.9,YOUNG FAMILIES,Premium
246,1,6.6,YOUNG SINGLES/COUPLES,Premium
168,1,6.0,OLDER FAMILIES,Budget
69,1,6.6,RETIREES,Budget
196,2,9.8,YOUNG FAMILIES,Mainstream
9,2,7.0,OLDER SINGLES/COUPLES,Budget
76,8,52.2,OLDER FAMILIES,Premium
41,7,51.6,MIDAGE SINGLES/COUPLES,Mainstream
24,5,37.0,RETIREES,Mainstream
13,4,21.6,OLDER SINGLES/COUPLES,Mainstream
65,4,30.800000000000004,RETIREES,Mainstream
3,5,30.6,OLDER FAMILIES,Budget
73,3,25.2,YOUNG FAMILIES,Premium
29,1,6.0,YOUNG SINGLES/COUPLES,Premium
5,2,12.2,OLDER FAMILIES,Budget
1,5,32.900000000000006,RETIREES,Mainstream
61,9,66.3,YOUNG FAMILIES,Mainstream
66,4,27.799999999999997,YOUNG FAMILIES,Premium
30,7,37.8,YOUNG FAMILIES,Budget
105,2,10.6,RETIREES,Mainstream
27,9,53.8,OLDER FAMILIES,Mainstream
11,4,24.0,YOUNG FAMILIES,Budget
7,8,65.2,OLDER FAMILIES,Budget
111,3,27.0,RETIREES,Budget
23,7,50.8,OLDER FAMILIES,Budget
9,6,39.6,OLDER FAMILIES,Premium
166,3,21.0,OLDER FAMILIES,Premium
144,5,41.8,OLDER SINGLES/COUPLES,Mainstream
2,3,27.2,RETIREES,Budget
15,7,47.2,YOUNG FAMILIES,Budget
54,3,19.8,RETIREES,Premium
134,3,17.4,MIDAGE SINGLES/COUPLES,Budget
46,4,32.4,RETIREES,Premium
103,4,24.0,MIDAGE SINGLES/COUPLES,Mainstream
44,3,20.6,YOUNG SINGLES/COUPLES,Mainstream
4,8,52.800000000000004,OLDER FAMILIES,Mainstream
25,7,49.2,OLDER FAMILIES,Premium
11,3,11.4,YOUNG SINGLES/COUPLES,Budget
68,4,25.4,RETIREES,Premium
220,2,16.8,OLDER SINGLES/COUPLES,Budget
246,3,16.8,YOUNG FAMILIES,Premium
86,4,24.6,RETIREES,Premium
24,9,62.5,OLDER FAMILIES,Mainstream
15,5,38.2,OLDER FAMILIES,Budget
64,6,37.2,OLDER FAMILIES,Budget
3,6,47.2,OLDER FAMILIES,Budget
17,6,46.0,OLDER FAMILIES,Mainstream
119,2,13.6,OLDER SINGLES/COUPLES,Premium
36,5,39.599999999999994,MIDAGE SINGLES/COUPLES,Budget
46,5,40.4,MIDAGE SINGLES/COUPLES,Premium
96,2,14.600000000000001,YOUNG FAMILIES,Budget
13,3,22.599999999999998,YOUNG FAMILIES,Budget
85,6,41.0,YOUNG FAMILIES,Premium
8,4,35.8,RETIREES,Budget
0,6,38.4,YOUNG FAMILIES,Premium
69,7,49.0,OLDER FAMILIES,Budget
97,6,41.4,OLDER FAMILIES,Mainstream
6,10,63.2,RETIREES,Mainstream
194,3,19.0,OLDER SINGLES/COUPLES,Mainstream
45,6,35.4,RETIREES,Budget
18,8,51.6,OLDER FAMILIES,Premium
61,5,27.0,OLDER FAMILIES,Budget
7,4,33.0,RETIREES,Mainstream
69,3,27.6,YOUNG FAMILIES,Budget
162,5,32.2,OLDER FAMILIES,Mainstream
6,5,31.8,OLDER SINGLES/COUPLES,Budget
2,4,29.4,YOUNG FAMILIES,Budget
79,7,53.0,OLDER FAMILIES,Premium
42,4,27.400000000000002,MIDAGE SINGLES/COUPLES,Mainstream
6,8,53.8,OLDER FAMILIES,Mainstream
77,4,22.2,NEW FAMILIES,Mainstream
15,7,59.6,OLDER FAMILIES,Budget
6,7,49.0,OLDER FAMILIES,Budget
102,4,20.0,YOUNG FAMILIES,Premium
14,4,28.7,RETIREES,Mainstream
171,5,36.6,YOUNG FAMILIES,Premium
29,3,20.6,YOUNG FAMILIES,Mainstream
18,6,34.8,OLDER SINGLES/COUPLES,Mainstream
81,7,41.0,OLDER FAMILIES,Budget
51,4,18.7,OLDER SINGLES/COUPLES,Premium
65,5,25.8,OLDER FAMILIES,Mainstream
150,5,36.6,YOUNG SINGLES/COUPLES,Premium
44,2,10.8,OLDER SINGLES/COUPLES,Budget
26,7,50.8,OLDER FAMILIES,Budget
11,6,46.6,YOUNG FAMILIES,Premium
50,4,19.4,MIDAGE SINGLES/COUPLES,Premium
62,6,28.3,YOUNG SINGLES/COUPLES,Premium
36,5,38.6,NEW FAMILIES,Budget
4,2,15.4,RETIREES,Budget
72,4,23.4,OLDER SINGLES/COUPLES,Mainstream
53,2,9.8,NEW FAMILIES,Budget
30,7,54.2,RETIREES,Mainstream
24,2,10.0,YOUNG FAMILIES,Budget
2,6,44.8,OLDER FAMILIES,Mainstream
38,5,41.6,OLDER FAMILIES,Mainstream
67,4,31.4,RETIREES,Mainstream
19,3,20.8,RETIREES,Mainstream
31,8,58.0,OLDER FAMILIES,Premium
63,5,41.2,YOUNG SINGLES/COUPLES,Mainstream
12,2,12.6,YOUNG SINGLES/COUPLES,Budget
49,7,66.0,OLDER SINGLES/COUPLES,Premium
17,3,22.0,YOUNG SINGLES/COUPLES,Budget
8,7,55.8,OLDER FAMILIES,Mainstream
27,5,35.7,RETIREES,Premium
7,4,26.2,OLDER SINGLES/COUPLES,Mainstream
64,7,59.400000000000006,OLDER SINGLES/COUPLES,Mainstream
134,2,9.4,OLDER FAMILIES,Budget
96,5,37.8,RETIREES,Mainstream
107,4,30.400000000000002,OLDER FAMILIES,Budget
23,3,20.4,YOUNG FAMILIES,Budget
45,2,14.600000000000001,OLDER FAMILIES,Mainstream
41,5,32.4,MIDAGE SINGLES/COUPLES,Mainstream
24,6,53.3,RETIREES,Budget
4,6,43.2,YOUNG SINGLES/COUPLES,Mainstream
77,5,42.2,YOUNG FAMILIES,Mainstream
76,3,20.0,RETIREES,Budget
7,4,36.4,YOUNG FAMILIES,Budget
36,5,34.599999999999994,MIDAGE SINGLES/COUPLES,Budget
55,5,33.8,OLDER SINGLES/COUPLES,Premium
14,6,46.8,OLDER SINGLES/COUPLES,Premium
14,5,44.0,MIDAGE SINGLES/COUPLES,Premium
116,6,35.8,YOUNG SINGLES/COUPLES,Premium
109,3,22.4,YOUNG SINGLES/COUPLES,Premium
12,8,50.6,OLDER FAMILIES,Budget
1,5,43.4,OLDER FAMILIES,Premium
67,4,28.400000000000002,YOUNG FAMILIES,Budget
64,3,23.0,OLDER FAMILIES,Budget
1,2,10.0,MIDAGE SINGLES/COUPLES,Budget
15,5,27.2,YOUNG FAMILIES,Budget
57,3,13.4,YOUNG SINGLES/COUPLES,Budget
34,8,47.0,YOUNG FAMILIES,Budget
18,5,34.8,OLDER FAMILIES,Budget
36,3,19.4,OLDER SINGLES/COUPLES,Budget
18,4,27.200000000000003,OLDER SINGLES/COUPLES,Premium
89,7,46.5,RETIREES,Mainstream
46,4,32.4,YOUNG FAMILIES,Premium
128,4,19.8,MIDAGE SINGLES/COUPLES,Premium
75,3,25.2,RETIREES,Budget
92,2,13.8,OLDER SINGLES/COUPLES,Mainstream
5,3,22.0,RETIREES,Mainstream
63,3,17.8,MIDAGE SINGLES/COUPLES,Mainstream
43,5,36.6,YOUNG FAMILIES,Premium
10,5,36.9,OLDER SINGLES/COUPLES,Budget
11,5,24.6,OLDER SINGLES/COUPLES,Budget
36,8,65.8,YOUNG FAMILIES,Premium
3,7,64.6,OLDER FAMILIES,Premium
30,6,37.6,RETIREES,Budget
16,6,46.2,OLDER SINGLES/COUPLES,Budget
60,9,55.6,OLDER FAMILIES,Premium
15,2,18.6,RETIREES,Premium
139,3,17.4,RETIREES,Premium
46,4,31.4,YOUNG FAMILIES,Mainstream
29,8,55.0,YOUNG FAMILIES,Premium
217,2,11.8,OLDER SINGLES/COUPLES,Premium
22,5,31.0,OLDER FAMILIES,Mainstream
39,4,29.8,RETIREES,Budget
109,6,41.8,OLDER FAMILIES,Budget
14,7,50.4,YOUNG FAMILIES,Premium
14,6,40.2,RETIREES,Budget
18,7,55.0,YOUNG SINGLES/COUPLES,Budget
153,4,27.4,YOUNG SINGLES/COUPLES,Premium
57,2,15.2,OLDER SINGLES/COUPLES,Budget
60,1,4.2,OLDER FAMILIES,Premium
0,2,16.200000000000003,RETIREES,Budget
205,2,12.0,OLDER SINGLES/COUPLES,Mainstream
15,3,17.7,OLDER SINGLES/COUPLES,Budget
8,7,59.0,OLDER FAMILIES,Premium
28,11,81.8,OLDER FAMILIES,Budget
52,5,35.2,OLDER FAMILIES,Budget
13,4,22.9,RETIREES,Premium
58,5,23.2,OLDER SINGLES/COUPLES,Budget
103,3,25.8,RETIREES,Premium
96,5,32.8,OLDER FAMILIES,Premium
117,2,14.6,OLDER SINGLES/COUPLES,Mainstream
14,4,28.400000000000002,YOUNG SINGLES/COUPLES,Mainstream
61,5,23.8,OLDER FAMILIES,Mainstream
176,1,7.4,YOUNG FAMILIES,Premium
14,6,41.6,OLDER SINGLES/COUPLES,Budget
14,8,58.400000000000006,OLDER FAMILIES,Budget
165,2,12.399999999999999,NEW FAMILIES,Premium
18,7,47.6,OLDER FAMILIES,Budget
14,8,53.1,OLDER FAMILIES,Mainstream
18,2,13.0,OLDER SINGLES/COUPLES,Budget
74,8,50.8,YOUNG FAMILIES,Premium
28,2,16.0,RETIREES,Mainstream
43,5,28.0,OLDER FAMILIES,Mainstream
42,7,42.8,RETIREES,Mainstream
75,4,23.6,YOUNG FAMILIES,Budget
75,2,10.6,NEW FAMILIES,Mainstream
55,3,27.0,OLDER SINGLES/COUPLES,Mainstream
6,5,39.6,OLDER FAMILIES,Mainstream
79,3,17.8,YOUNG FAMILIES,Budget
249,1,9.2,YOUNG SINGLES/COUPLES,Budget
45,6,52.0,OLDER FAMILIES,Budget
35,8,50.8,OLDER SINGLES/COUPLES,Mainstream
45,4,34.8,OLDER SINGLES/COUPLES,Mainstream
6,5,40.0,OLDER SINGLES/COUPLES,Premium
117,4,36.2,OLDER SINGLES/COUPLES,Premium
2,4,30.6,RETIREES,Mainstream
98,4,34.8,OLDER FAMILIES,Mainstream
99,2,10.399999999999999,MIDAGE SINGLES/COUPLES,Premium
1,4,22.4,YOUNG SINGLES/COUPLES,Budget
31,6,41.0,YOUNG FAMILIES,Budget
12,3,15.0,YOUNG SINGLES/COUPLES,Premium
41,9,56.2,YOUNG FAMILIES,Budget
16,5,37.4,NEW FAMILIES,Budget
41,4,28.599999999999998,NEW FAMILIES,Mainstream
204,2,12.0,RETIREES,Premium
8,4,27.6,OLDER SINGLES/COUPLES,Premium
11,5,26.0,RETIREES,Premium
63,3,27.0,YOUNG FAMILIES,Budget
49,7,49.4,YOUNG FAMILIES,Mainstream
154,2,13.0,RETIREES,Budget
67,4,28.200000000000003,YOUNG FAMILIES,Premium
24,3,22.8,RETIREES,Budget
47,6,45.0,YOUNG SINGLES/COUPLES,Premium
129,2,18.8,OLDER SINGLES/COUPLES,Premium
10,4,21.2,OLDER SINGLES/COUPLES,Premium
44,7,60.0,OLDER FAMILIES,Budget
1,6,49.0,YOUNG FAMILIES,Mainstream
13,8,58.0,YOUNG FAMILIES,Premium
7,6,41.800000000000004,OLDER FAMILIES,Budget
51,2,7.2,RETIREES,Mainstream
51,4,28.0,YOUNG FAMILIES,Budget
123,2,13.2,OLDER SINGLES/COUPLES,Budget
149,4,23.799999999999997,OLDER SINGLES/COUPLES,Mainstream
62,6,44.6,RETIREES,Mainstream
14,8,58.199999999999996,YOUNG FAMILIES,Premium
33,2,12.0,RETIREES,Budget
131,5,41.400000000000006,OLDER SINGLES/COUPLES,Mainstream
110,4,34.6,MIDAGE SINGLES/COUPLES,Mainstream
28,3,24.8,NEW FAMILIES,Premium
105,2,8.8,RETIREES,Mainstream
69,4,24.8,RETIREES,Mainstream
63,4,30.0,OLDER SINGLES/COUPLES,Budget
94,6,48.400000000000006,OLDER SINGLES/COUPLES,Mainstream
122,2,10.600000000000001,OLDER FAMILIES,Budget
105,5,34.4,MIDAGE SINGLES/COUPLES,Mainstream
19,7,55.0,OLDER FAMILIES,Premium
15,6,39.6,YOUNG FAMILIES,Budget
19,6,39.6,OLDER FAMILIES,Premium
87,6,39.2,RETIREES,Mainstream
21,1,3.0,YOUNG SINGLES/COUPLES,Premium
49,2,16.2,MIDAGE SINGLES/COUPLES,Mainstream
42,1,7.4,YOUNG SINGLES/COUPLES,Premium
52,3,15.3,OLDER FAMILIES,Mainstream
38,4,30.400000000000002,MIDAGE SINGLES/COUPLES,Mainstream
145,1,6.0,YOUNG FAMILIES,Premium
128,3,15.7,NEW FAMILIES,Mainstream
257,1,4.2,OLDER SINGLES/COUPLES,Premium
92,2,16.200000000000003,RETIREES,Mainstream
154,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
140,2,15.2,OLDER SINGLES/COUPLES,Mainstream
64,1,3.4,OLDER SINGLES/COUPLES,Mainstream
156,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
112,1,7.8,MIDAGE SINGLES/COUPLES,Budget
1,2,9.8,OLDER SINGLES/COUPLES,Premium
170,1,1.5,OLDER FAMILIES,Mainstream
129,1,13.0,YOUNG FAMILIES,Budget
27,1,13.0,YOUNG SINGLES/COUPLES,Mainstream
272,1,6.6,YOUNG SINGLES/COUPLES,Mainstream
17,3,21.0,RETIREES,Mainstream
30,2,14.600000000000001,YOUNG FAMILIES,Mainstream
152,1,3.7,YOUNG SINGLES/COUPLES,Budget
118,1,7.6,OLDER FAMILIES,Mainstream
31,2,7.7,OLDER SINGLES/COUPLES,Budget
2,1,4.2,RETIREES,Mainstream
32,2,15.2,YOUNG SINGLES/COUPLES,Premium
133,1,2.7,NEW FAMILIES,Budget
111,1,8.4,OLDER SINGLES/COUPLES,Budget
66,1,5.8,YOUNG SINGLES/COUPLES,Mainstream
81,2,12.2,OLDER SINGLES/COUPLES,Premium
62,2,16.200000000000003,YOUNG SINGLES/COUPLES,Premium
139,2,20.6,OLDER SINGLES/COUPLES,Mainstream
118,1,4.2,YOUNG FAMILIES,Mainstream
162,3,21.0,NEW FAMILIES,Mainstream
261,1,13.0,MIDAGE SINGLES/COUPLES,Premium
226,1,3.0,MIDAGE SINGLES/COUPLES,Premium
106,1,6.0,MIDAGE SINGLES/COUPLES,Budget
178,3,18.0,OLDER SINGLES/COUPLES,Premium
101,2,13.799999999999999,YOUNG SINGLES/COUPLES,Mainstream
115,2,12.600000000000001,OLDER FAMILIES,Budget
76,2,13.0,RETIREES,Premium
108,1,3.4,NEW FAMILIES,Premium
204,1,5.2,RETIREES,Mainstream
19,1,6.0,MIDAGE SINGLES/COUPLES,Budget
33,1,7.4,YOUNG FAMILIES,Premium
42,1,11.4,YOUNG SINGLES/COUPLES,Mainstream
68,1,6.0,YOUNG FAMILIES,Mainstream
201,1,5.2,OLDER SINGLES/COUPLES,Mainstream
160,1,4.6,MIDAGE SINGLES/COUPLES,Mainstream
40,2,9.7,YOUNG SINGLES/COUPLES,Budget
75,2,10.0,RETIREES,Budget
175,2,12.0,OLDER SINGLES/COUPLES,Budget
16,1,6.0,OLDER SINGLES/COUPLES,Mainstream
205,1,7.4,MIDAGE SINGLES/COUPLES,Premium
197,1,7.8,YOUNG SINGLES/COUPLES,Mainstream
2,2,11.399999999999999,OLDER FAMILIES,Premium
97,2,14.2,YOUNG SINGLES/COUPLES,Mainstream
209,1,5.2,OLDER SINGLES/COUPLES,Premium
202,2,23.200000000000003,RETIREES,Budget
91,1,3.0,MIDAGE SINGLES/COUPLES,Budget
154,1,6.6,YOUNG SINGLES/COUPLES,Premium
150,1,6.0,RETIREES,Budget
56,1,8.8,YOUNG SINGLES/COUPLES,Budget
28,2,15.2,YOUNG FAMILIES,Premium
50,2,7.0,RETIREES,Mainstream
122,2,10.8,MIDAGE SINGLES/COUPLES,Premium
18,2,7.199999999999999,OLDER FAMILIES,Premium
53,2,15.799999999999999,OLDER FAMILIES,Mainstream
30,1,4.6,YOUNG SINGLES/COUPLES,Premium
63,2,13.6,YOUNG SINGLES/COUPLES,Budget
52,2,12.0,YOUNG SINGLES/COUPLES,Budget
186,1,11.4,YOUNG SINGLES/COUPLES,Mainstream
32,3,24.0,NEW FAMILIES,Mainstream
135,1,6.0,YOUNG SINGLES/COUPLES,Mainstream
4,2,14.8,YOUNG SINGLES/COUPLES,Mainstream
62,2,7.0,YOUNG SINGLES/COUPLES,Mainstream
215,1,2.7,OLDER SINGLES/COUPLES,Budget
22,1,7.6,MIDAGE SINGLES/COUPLES,Mainstream
89,1,2.6,NEW FAMILIES,Mainstream
236,1,2.6,YOUNG SINGLES/COUPLES,Mainstream
76,1,7.4,RETIREES,Premium
37,1,11.4,OLDER FAMILIES,Budget
187,2,7.4,OLDER FAMILIES,Mainstream
271,1,7.6,YOUNG SINGLES/COUPLES,Mainstream
93,1,5.1,YOUNG SINGLES/COUPLES,Premium
168,1,5.4,RETIREES,Mainstream
152,1,5.2,MIDAGE SINGLES/COUPLES,Budget
62,1,7.6,OLDER SINGLES/COUPLES,Premium
22,2,19.8,YOUNG SINGLES/COUPLES,Budget
146,1,5.4,YOUNG FAMILIES,Premium
225,1,17.1,YOUNG SINGLES/COUPLES,Mainstream
12,1,6.0,RETIREES,Mainstream
216,1,6.0,NEW FAMILIES,Budget
46,1,4.2,RETIREES,Budget
19,1,7.4,RETIREES,Mainstream
121,2,14.8,YOUNG SINGLES/COUPLES,Premium
147,2,14.0,YOUNG SINGLES/COUPLES,Mainstream
96,3,17.0,YOUNG SINGLES/COUPLES,Mainstream
270,1,3.8,NEW FAMILIES,Premium
272,1,10.2,YOUNG SINGLES/COUPLES,Mainstream
138,4,27.7,OLDER SINGLES/COUPLES,Mainstream
88,2,7.3,MIDAGE SINGLES/COUPLES,Premium
110,1,5.4,YOUNG FAMILIES,Budget
137,1,3.8,YOUNG SINGLES/COUPLES,Mainstream
203,2,9.4,YOUNG SINGLES/COUPLES,Budget
154,3,25.6,RETIREES,Premium
50,1,6.0,YOUNG SINGLES/COUPLES,Premium
180,1,9.2,RETIREES,Mainstream
245,1,7.8,OLDER SINGLES/COUPLES,Mainstream
128,1,7.6,YOUNG SINGLES/COUPLES,Budget
106,1,8.4,OLDER FAMILIES,Premium
224,1,4.6,RETIREES,Premium
267,1,8.8,RETIREES,Budget
137,2,6.9,YOUNG FAMILIES,Budget
43,1,5.2,MIDAGE SINGLES/COUPLES,Premium
152,1,5.2,OLDER SINGLES/COUPLES,Budget
100,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
112,3,13.100000000000001,RETIREES,Mainstream
18,1,11.8,MIDAGE SINGLES/COUPLES,Budget
86,2,8.899999999999999,OLDER SINGLES/COUPLES,Budget
128,1,3.8,RETIREES,Mainstream
87,2,9.0,RETIREES,Premium
103,2,11.100000000000001,YOUNG SINGLES/COUPLES,Budget
85,1,6.6,RETIREES,Budget
24,2,7.800000000000001,YOUNG SINGLES/COUPLES,Premium
10,1,11.8,RETIREES,Premium
57,5,42.0,RETIREES,Mainstream
2,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
59,2,12.8,YOUNG FAMILIES,Budget
84,1,5.2,YOUNG SINGLES/COUPLES,Mainstream
87,2,13.8,OLDER SINGLES/COUPLES,Budget
211,1,9.2,OLDER SINGLES/COUPLES,Budget
185,1,7.6,YOUNG SINGLES/COUPLES,Mainstream
199,1,8.4,OLDER FAMILIES,Mainstream
25,1,6.6,RETIREES,Budget
38,3,21.2,RETIREES,Mainstream
132,1,7.4,MIDAGE SINGLES/COUPLES,Mainstream
27,2,13.0,RETIREES,Premium
221,1,6.0,YOUNG SINGLES/COUPLES,Budget
192,2,13.799999999999999,OLDER SINGLES/COUPLES,Premium
106,1,3.0,YOUNG SINGLES/COUPLES,Mainstream
69,2,11.0,YOUNG FAMILIES,Budget
72,1,6.0,OLDER FAMILIES,Budget
130,1,4.8,RETIREES,Mainstream
10,1,5.2,MIDAGE SINGLES/COUPLES,Premium
185,2,19.0,MIDAGE SINGLES/COUPLES,Mainstream
85,1,13.0,YOUNG FAMILIES,Mainstream
236,1,6.0,OLDER FAMILIES,Mainstream
155,1,5.8,YOUNG SINGLES/COUPLES,Mainstream
148,3,14.6,OLDER SINGLES/COUPLES,Mainstream
150,1,9.2,MIDAGE SINGLES/COUPLES,Budget
163,1,5.4,YOUNG FAMILIES,Mainstream
27,2,6.4,NEW FAMILIES,Budget
115,1,5.2,OLDER FAMILIES,Budget
193,1,3.0,RETIREES,Mainstream
249,1,3.8,RETIREES,Premium
161,1,5.8,OLDER SINGLES/COUPLES,Premium
225,1,17.6,YOUNG SINGLES/COUPLES,Mainstream
164,1,8.8,RETIREES,Mainstream
98,1,5.8,OLDER SINGLES/COUPLES,Mainstream
198,2,9.0,YOUNG SINGLES/COUPLES,Premium
202,1,13.0,YOUNG SINGLES/COUPLES,Mainstream
32,1,4.4,YOUNG SINGLES/COUPLES,Mainstream
217,1,6.0,OLDER SINGLES/COUPLES,Budget
120,1,2.9,MIDAGE SINGLES/COUPLES,Premium
142,1,5.8,OLDER SINGLES/COUPLES,Premium
110,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
6,1,5.2,OLDER SINGLES/COUPLES,Mainstream
79,2,19.6,RETIREES,Budget
102,1,11.4,RETIREES,Budget
253,1,11.8,YOUNG SINGLES/COUPLES,Budget
68,3,16.6,OLDER FAMILIES,Mainstream
139,1,6.0,RETIREES,Budget
4,2,7.4,MIDAGE SINGLES/COUPLES,Mainstream
243,1,5.2,YOUNG FAMILIES,Budget
96,2,12.8,OLDER SINGLES/COUPLES,Premium
101,2,15.2,YOUNG SINGLES/COUPLES,Budget
188,1,6.0,YOUNG SINGLES/COUPLES,Budget
96,2,14.399999999999999,YOUNG SINGLES/COUPLES,Mainstream
17,3,20.6,OLDER SINGLES/COUPLES,Budget
42,1,10.8,NEW FAMILIES,Budget
48,3,16.8,YOUNG FAMILIES,Premium
53,2,22.6,RETIREES,Budget
179,1,6.6,YOUNG FAMILIES,Budget
241,1,3.8,RETIREES,Mainstream
30,2,14.0,NEW FAMILIES,Mainstream
86,2,11.2,RETIREES,Mainstream
28,1,11.4,MIDAGE SINGLES/COUPLES,Mainstream
60,1,1.9,RETIREES,Mainstream
181,3,19.6,MIDAGE SINGLES/COUPLES,Mainstream
45,2,12.8,YOUNG SINGLES/COUPLES,Budget
171,1,7.4,OLDER SINGLES/COUPLES,Budget
141,2,10.6,MIDAGE SINGLES/COUPLES,Budget
60,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
166,1,5.4,OLDER SINGLES/COUPLES,Premium
172,1,1.9,RETIREES,Mainstream
178,1,3.0,NEW FAMILIES,Budget
1,2,12.8,RETIREES,Premium
140,2,14.0,OLDER SINGLES/COUPLES,Mainstream
139,2,9.6,RETIREES,Mainstream
214,1,6.6,YOUNG FAMILIES,Budget
3,2,16.8,YOUNG SINGLES/COUPLES,Premium
188,1,8.4,YOUNG SINGLES/COUPLES,Mainstream
272,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
241,1,6.0,RETIREES,Mainstream
165,1,10.8,RETIREES,Mainstream
120,3,20.5,YOUNG SINGLES/COUPLES,Mainstream
161,1,6.0,YOUNG SINGLES/COUPLES,Budget
134,3,12.3,YOUNG SINGLES/COUPLES,Premium
250,1,5.4,YOUNG FAMILIES,Budget
69,1,3.4,YOUNG FAMILIES,Premium
173,1,7.8,NEW FAMILIES,Premium
102,1,8.8,OLDER FAMILIES,Mainstream
272,1,6.6,RETIREES,Premium
35,2,11.8,YOUNG FAMILIES,Premium
198,1,4.6,YOUNG SINGLES/COUPLES,Mainstream
263,1,6.6,NEW FAMILIES,Mainstream
75,2,10.2,OLDER FAMILIES,Budget
8,1,7.2,NEW FAMILIES,Mainstream
44,2,11.8,YOUNG SINGLES/COUPLES,Budget
209,1,6.6,YOUNG SINGLES/COUPLES,Mainstream
176,1,7.4,OLDER FAMILIES,Budget
247,1,6.0,YOUNG SINGLES/COUPLES,Budget
4,2,15.399999999999999,RETIREES,Budget
92,2,16.8,YOUNG SINGLES/COUPLES,Mainstream
162,2,16.8,OLDER FAMILIES,Budget
70,2,18.4,YOUNG SINGLES/COUPLES,Mainstream
13,1,10.2,MIDAGE SINGLES/COUPLES,Premium
239,1,5.2,OLDER FAMILIES,Budget
83,1,6.6,RETIREES,Premium
19,1,3.0,RETIREES,Premium
92,1,7.4,YOUNG SINGLES/COUPLES,Budget
213,1,3.4,OLDER FAMILIES,Mainstream
150,2,15.2,YOUNG SINGLES/COUPLES,Premium
82,1,6.6,YOUNG SINGLES/COUPLES,Budget
259,1,9.2,YOUNG SINGLES/COUPLES,Budget
72,1,9.2,YOUNG FAMILIES,Budget
15,1,6.6,YOUNG SINGLES/COUPLES,Mainstream
226,1,5.7,OLDER SINGLES/COUPLES,Budget
28,2,9.8,OLDER SINGLES/COUPLES,Premium
206,1,6.0,YOUNG SINGLES/COUPLES,Budget
137,2,6.7,OLDER FAMILIES,Premium
106,1,10.2,RETIREES,Budget
124,2,11.799999999999999,RETIREES,Budget
179,1,13.0,OLDER FAMILIES,Mainstream
130,2,15.0,NEW FAMILIES,Premium
33,4,32.6,OLDER SINGLES/COUPLES,Budget
270,1,5.2,YOUNG SINGLES/COUPLES,Premium
114,1,4.2,MIDAGE SINGLES/COUPLES,Premium
19,1,11.4,OLDER SINGLES/COUPLES,Budget
134,2,17.3,OLDER SINGLES/COUPLES,Mainstream
72,1,7.4,YOUNG SINGLES/COUPLES,Budget
30,1,8.8,OLDER FAMILIES,Premium
100,4,28.0,MIDAGE SINGLES/COUPLES,Mainstream
34,3,13.7,RETIREES,Premium
24,2,15.0,YOUNG SINGLES/COUPLES,Mainstream
97,1,6.6,YOUNG FAMILIES,Premium
46,2,16.2,MIDAGE SINGLES/COUPLES,Premium
96,1,6.0,YOUNG SINGLES/COUPLES,Budget
89,3,23.4,OLDER SINGLES/COUPLES,Budget
26,4,16.6,YOUNG SINGLES/COUPLES,Premium
270,1,5.2,MIDAGE SINGLES/COUPLES,Budget
24,2,12.6,OLDER SINGLES/COUPLES,Mainstream
181,1,11.4,MIDAGE SINGLES/COUPLES,Mainstream
21,2,10.8,YOUNG SINGLES/COUPLES,Premium
63,2,15.600000000000001,OLDER FAMILIES,Mainstream
50,2,12.600000000000001,OLDER SINGLES/COUPLES,Mainstream
2,2,14.0,YOUNG SINGLES/COUPLES,Mainstream
76,3,17.6,RETIREES,Budget
110,1,7.6,YOUNG SINGLES/COUPLES,Mainstream
